member_id,age,gender,city,signup_channel,plan_type,engagement_level,join_date,cancel_date
407,32,male,Rio de Janeiro,instagram_ads,monthly,medium,2018-05-10,
408,35,male,Florianópolis,instagram_ads,monthly,low,2024-11-25,
409,18,male,Rio de Janeiro,referral,monthly,medium,2021-08-01,
410,31,female,Florianópolis,organic,monthly,low,2021-04-14,2021-10-30
411,28,female,Recife,instagram_ads,monthly,low,2021-02-08,2021-06-01
412,30,female,São Paulo,organic,monthly,medium,2018-06-14,2018-09-07
413,20,female,Porto Alegre,google_ads,monthly,low,2020-05-04,2020-09-30
414,56,female,Rio de Janeiro,walk_in,monthly,high,2024-10-15,
415,29,male,Curitiba,organic,monthly,medium,2018-08-19,2022-10-02
416,34,male,São Paulo,organic,monthly,low,2018-07-03,2022-04-06
417,63,male,São Paulo,referral,quarterly,medium,2020-01-16,
418,40,female,São Paulo,instagram_ads,monthly,low,2020-02-07,2023-04-19
419,26,female,Curitiba,instagram_ads,monthly,high,2021-07-07,
420,44,female,Curitiba,organic,annual,high,2020-05-03,
421,25,female,Recife,instagram_ads,monthly,low,2024-02-18,
422,42,male,Curitiba,organic,annual,medium,2019-10-02,
423,27,female,São Paulo,google_ads,monthly,medium,2023-01-11,2024-03-06
424,23,male,Recife,google_ads,monthly,high,2023-04-23,
425,39,female,Recife,google_ads,monthly,high,2024-09-11,2024-12-29
426,20,female,Rio de Janeiro,organic,quarterly,medium,2019-09-19,2022-10-21
427,37,male,Porto Alegre,walk_in,monthly,high,2018-10-09,
428,34,female,Curitiba,google_ads,monthly,medium,2018-03-23,2019-02-24
429,24,male,Florianópolis,referral,monthly,low,2020-09-09,
430,32,male,Rio de Janeiro,instagram_ads,quarterly,low,2023-09-04,
431,49,male,Recife,google_ads,monthly,medium,2022-01-18,2023-09-12
432,42,female,Rio de Janeiro,google_ads,annual,medium,2021-12-02,
433,30,male,Curitiba,walk_in,monthly,low,2021-02-24,2023-07-23
434,35,male,Porto Alegre,organic,annual,high,2021-09-29,
435,28,female,Florianópolis,instagram_ads,monthly,high,2020-05-09,2021-12-12
436,27,male,Recife,google_ads,monthly,low,2022-04-21,2024-09-21
437,38,male,Florianópolis,organic,monthly,high,2018-05-31,
438,31,male,Porto Alegre,referral,monthly,high,2021-12-10,
439,21,male,Rio de Janeiro,organic,annual,high,2021-07-21,
440,23,male,Porto Alegre,google_ads,monthly,low,2022-09-23,2023-09-11
441,19,female,São Paulo,google_ads,annual,medium,2019-06-05,
442,34,male,Curitiba,instagram_ads,quarterly,medium,2022-02-14,2024-02-20
443,20,male,Porto Alegre,instagram_ads,monthly,medium,2023-12-01,
444,54,male,Porto Alegre,organic,monthly,medium,2023-08-06,2023-11-30
445,22,female,Porto Alegre,instagram_ads,monthly,high,2020-07-10,
446,26,female,Florianópolis,organic,quarterly,medium,2022-08-24,
447,23,female,Recife,instagram_ads,monthly,medium,2020-11-20,
448,18,female,Florianópolis,instagram_ads,monthly,medium,2021-11-07,
449,25,male,São Paulo,organic,quarterly,low,2020-07-26,2022-09-29
450,32,male,São Paulo,organic,monthly,low,2022-10-30,
451,33,male,Porto Alegre,google_ads,quarterly,low,2023-08-14,2024-09-25
452,27,female,Curitiba,organic,monthly,high,2022-06-14,2024-04-11
453,23,male,Curitiba,organic,monthly,medium,2023-10-21,
454,29,male,Florianópolis,organic,quarterly,medium,2018-02-23,2019-05-21
455,21,female,Porto Alegre,organic,monthly,medium,2023-06-26,
456,29,male,Porto Alegre,referral,annual,medium,2024-01-31,
457,40,male,Curitiba,google_ads,annual,low,2022-05-23,
458,40,female,Florianópolis,walk_in,monthly,medium,2019-04-15,2023-05-12
459,50,female,Curitiba,organic,monthly,medium,2021-11-16,2023-04-30
460,30,male,Curitiba,organic,monthly,low,2021-02-28,
461,23,male,Rio de Janeiro,organic,quarterly,medium,2019-01-14,
462,30,female,Curitiba,referral,monthly,high,2019-01-28,
463,20,female,Recife,google_ads,monthly,low,2024-01-05,
464,41,male,Recife,instagram_ads,monthly,medium,2023-04-26,
465,23,male,Curitiba,google_ads,monthly,low,2022-03-16,
466,18,male,Rio de Janeiro,google_ads,monthly,medium,2018-03-16,2023-06-03
467,41,female,Rio de Janeiro,google_ads,quarterly,low,2021-04-13,2023-07-09
468,23,female,São Paulo,organic,quarterly,medium,2018-07-13,2021-07-07
469,23,male,Recife,referral,monthly,low,2018-04-03,2019-08-12
470,27,male,Recife,walk_in,quarterly,low,2023-03-20,
471,20,male,Porto Alegre,instagram_ads,annual,medium,2019-08-12,
472,26,male,Curitiba,google_ads,monthly,high,2021-01-07,
473,20,female,Curitiba,google_ads,monthly,high,2023-04-21,
474,22,female,Recife,organic,annual,high,2021-01-23,2023-05-01
475,41,male,Curitiba,organic,monthly,medium,2022-03-05,2023-05-11
476,27,male,Florianópolis,instagram_ads,monthly,low,2023-10-21,2024-12-04
477,29,male,Florianópolis,instagram_ads,monthly,high,2020-04-23,
478,45,female,Porto Alegre,organic,quarterly,low,2024-04-15,2024-11-12
479,44,male,Porto Alegre,walk_in,monthly,medium,2018-11-12,
480,22,male,Curitiba,organic,annual,high,2020-06-05,
481,20,male,Porto Alegre,referral,annual,medium,2021-02-25,
482,62,male,Curitiba,organic,quarterly,low,2020-11-18,
483,32,male,Florianópolis,organic,quarterly,low,2020-07-22,
484,42,male,Recife,referral,annual,medium,2022-06-05,
485,21,male,São Paulo,organic,quarterly,medium,2023-03-13,
486,41,female,Recife,referral,monthly,low,2020-12-21,
487,26,male,Curitiba,walk_in,quarterly,medium,2021-01-26,
488,22,female,Porto Alegre,referral,monthly,low,2022-12-19,
489,40,female,São Paulo,instagram_ads,monthly,medium,2023-01-14,
490,27,female,São Paulo,referral,quarterly,low,2020-11-29,
491,33,female,Florianópolis,instagram_ads,monthly,high,2024-04-24,
492,49,male,Recife,organic,monthly,medium,2021-12-02,
493,22,female,Porto Alegre,google_ads,monthly,medium,2020-05-24,2020-08-06
494,27,male,Curitiba,google_ads,monthly,low,2018-09-05,2021-03-19
495,41,female,Porto Alegre,instagram_ads,monthly,medium,2024-07-02,2024-10-24
496,45,female,Curitiba,instagram_ads,monthly,medium,2019-12-12,2022-06-13
497,36,female,São Paulo,instagram_ads,quarterly,high,2022-05-19,
498,25,female,Recife,organic,annual,low,2020-01-28,
499,25,female,Curitiba,walk_in,monthly,medium,2019-06-17,
500,59,male,Curitiba,organic,annual,high,2019-11-27,
501,45,male,São Paulo,organic,monthly,medium,2018-03-26,
502,24,female,Recife,google_ads,monthly,low,2021-06-14,2024-07-28
503,24,male,Porto Alegre,organic,monthly,low,2022-03-11,2024-08-19
504,26,male,Rio de Janeiro,organic,monthly,low,2023-08-23,2024-01-28
505,41,female,Recife,google_ads,monthly,low,2018-03-11,
506,42,female,Porto Alegre,instagram_ads,monthly,low,2023-04-22,
507,23,male,Rio de Janeiro,google_ads,quarterly,medium,2023-07-28,
508,30,male,Florianópolis,organic,annual,medium,2021-04-01,
509,57,male,Recife,walk_in,monthly,low,2021-05-10,
510,28,female,Florianópolis,google_ads,monthly,high,2018-03-17,
511,46,female,Curitiba,organic,quarterly,low,2024-05-09,2024-08-11
512,64,male,Florianópolis,instagram_ads,monthly,low,2020-04-16,2024-10-05
513,31,female,Florianópolis,walk_in,monthly,medium,2022-06-17,2022-10-29
514,27,male,Porto Alegre,referral,monthly,medium,2019-07-21,
515,51,male,São Paulo,google_ads,monthly,medium,2023-12-08,
516,38,male,Porto Alegre,instagram_ads,monthly,low,2024-11-23,
517,24,female,Florianópolis,organic,monthly,high,2022-01-24,2023-05-04
518,42,male,Rio de Janeiro,instagram_ads,quarterly,low,2024-05-29,
519,41,female,Florianópolis,instagram_ads,annual,high,2024-10-06,
520,43,female,Porto Alegre,google_ads,monthly,low,2022-06-20,2022-09-13
521,22,female,São Paulo,instagram_ads,monthly,low,2018-02-06,2024-05-27
522,43,male,Curitiba,google_ads,monthly,low,2024-04-02,2024-12-10
523,21,male,São Paulo,organic,monthly,high,2021-09-21,
524,38,female,Rio de Janeiro,instagram_ads,quarterly,low,2024-05-26,
525,26,female,Porto Alegre,organic,quarterly,low,2018-10-01,
526,18,female,Florianópolis,referral,annual,high,2023-06-06,
527,29,male,Florianópolis,walk_in,monthly,medium,2018-05-09,
528,30,female,Recife,instagram_ads,quarterly,low,2018-09-13,
529,53,female,São Paulo,instagram_ads,quarterly,low,2021-05-15,2023-07-12
530,40,male,Florianópolis,organic,monthly,high,2022-08-03,
531,27,female,Florianópolis,instagram_ads,quarterly,high,2020-03-28,
532,39,female,São Paulo,referral,quarterly,medium,2023-11-19,
533,45,male,Florianópolis,organic,monthly,medium,2023-06-03,2023-09-16
534,33,female,São Paulo,google_ads,quarterly,medium,2019-11-21,
535,23,male,Florianópolis,organic,annual,high,2019-10-16,
536,31,female,Porto Alegre,referral,quarterly,medium,2021-01-15,
537,32,female,São Paulo,referral,monthly,low,2023-05-08,
538,23,female,Rio de Janeiro,instagram_ads,monthly,low,2021-06-09,
539,29,female,São Paulo,google_ads,monthly,high,2024-02-03,
540,58,female,Recife,organic,monthly,medium,2022-02-18,2024-10-19
541,18,female,Recife,referral,annual,medium,2020-01-12,
542,65,female,Curitiba,organic,annual,medium,2022-06-01,
543,49,female,Recife,organic,monthly,low,2019-06-04,2024-09-10
544,21,female,Rio de Janeiro,walk_in,monthly,medium,2022-07-22,2024-03-01
545,32,female,São Paulo,google_ads,monthly,medium,2023-01-18,
546,59,male,Rio de Janeiro,instagram_ads,quarterly,medium,2024-02-04,2024-05-03
547,61,male,Rio de Janeiro,organic,quarterly,medium,2022-11-03,2024-10-20
548,33,male,Curitiba,organic,annual,low,2024-07-07,2024-11-26
549,35,male,Recife,referral,monthly,low,2023-03-26,2024-04-06
550,53,female,São Paulo,organic,quarterly,low,2019-12-29,2024-02-03
551,27,male,Rio de Janeiro,referral,monthly,low,2018-11-04,2023-04-05
552,30,female,Curitiba,walk_in,quarterly,high,2022-12-05,
553,41,male,São Paulo,referral,annual,medium,2020-12-07,
554,19,female,Porto Alegre,walk_in,monthly,medium,2019-02-23,
555,44,male,Curitiba,instagram_ads,monthly,medium,2024-01-06,2024-12-03
556,30,male,Recife,referral,annual,medium,2021-12-23,
557,28,male,Rio de Janeiro,google_ads,monthly,high,2022-11-04,
558,44,male,São Paulo,organic,monthly,high,2020-07-01,
559,61,male,Rio de Janeiro,walk_in,annual,low,2020-11-03,
560,21,male,São Paulo,organic,monthly,low,2022-12-19,2024-05-31
561,61,male,São Paulo,instagram_ads,monthly,medium,2019-09-13,
562,28,female,Recife,instagram_ads,quarterly,low,2022-04-24,
563,42,male,Florianópolis,instagram_ads,monthly,low,2020-02-10,
564,40,male,Rio de Janeiro,organic,monthly,low,2024-08-26,2024-12-04
565,24,female,Florianópolis,organic,monthly,medium,2018-04-22,
566,19,female,Rio de Janeiro,organic,quarterly,low,2022-08-08,2024-07-04
567,45,male,Recife,referral,monthly,medium,2019-07-26,2020-07-16
568,18,male,Porto Alegre,instagram_ads,monthly,medium,2024-10-27,
569,26,male,Rio de Janeiro,referral,annual,low,2022-01-01,2023-12-11
570,33,male,Porto Alegre,walk_in,monthly,medium,2024-07-20,
571,40,female,Porto Alegre,walk_in,annual,low,2021-03-12,
572,46,female,Porto Alegre,organic,monthly,medium,2020-01-12,2020-08-03
573,25,female,Florianópolis,organic,monthly,medium,2018-09-06,2023-10-17
574,44,male,Rio de Janeiro,instagram_ads,quarterly,low,2022-12-22,
575,22,male,Recife,google_ads,monthly,high,2021-10-20,2023-02-13
576,19,female,Curitiba,walk_in,monthly,high,2020-02-02,
577,20,female,Curitiba,instagram_ads,monthly,low,2023-02-05,2023-12-23
578,45,female,Rio de Janeiro,instagram_ads,annual,low,2021-09-27,2024-06-17
579,40,male,Porto Alegre,referral,quarterly,medium,2023-05-05,2024-05-03
580,35,female,Curitiba,organic,monthly,medium,2022-11-10,
581,20,male,Recife,organic,monthly,high,2024-05-16,2024-08-26
582,29,female,Recife,google_ads,annual,medium,2019-07-12,2020-02-07
583,26,female,Rio de Janeiro,referral,monthly,medium,2023-07-07,
584,33,female,Florianópolis,organic,monthly,medium,2022-07-28,2023-08-12
585,52,male,Rio de Janeiro,instagram_ads,monthly,low,2024-02-04,
586,23,male,Recife,google_ads,quarterly,medium,2024-05-28,2024-12-02
587,27,female,Rio de Janeiro,google_ads,annual,low,2023-07-30,2024-04-10
588,31,male,São Paulo,organic,monthly,medium,2018-01-14,
589,19,female,Rio de Janeiro,instagram_ads,monthly,medium,2021-08-01,2022-12-04
590,23,male,Porto Alegre,organic,annual,low,2018-02-27,
591,19,female,São Paulo,google_ads,monthly,medium,2019-07-20,2024-08-16
592,19,female,Rio de Janeiro,organic,monthly,low,2023-07-07,2024-01-30
593,33,male,Rio de Janeiro,referral,monthly,medium,2019-06-05,2021-12-31
594,37,male,Recife,google_ads,quarterly,medium,2019-04-09,2019-07-15
595,22,male,Florianópolis,google_ads,annual,medium,2023-12-19,
596,34,female,Recife,instagram_ads,monthly,low,2018-09-12,2020-06-07
597,33,male,Rio de Janeiro,walk_in,quarterly,high,2022-12-25,2023-11-22
598,30,female,São Paulo,organic,monthly,medium,2018-01-26,2020-01-13
599,35,male,Rio de Janeiro,organic,monthly,high,2021-09-07,
600,25,male,Curitiba,organic,quarterly,high,2024-10-18,2024-12-19
601,32,male,São Paulo,referral,monthly,high,2018-07-19,
602,36,male,São Paulo,organic,monthly,medium,2019-05-15,2024-02-24
603,35,female,Florianópolis,walk_in,monthly,low,2022-11-24,
604,65,male,Rio de Janeiro,instagram_ads,annual,low,2023-06-19,
605,30,female,Porto Alegre,walk_in,monthly,high,2021-08-16,2023-11-29
606,40,female,Florianópolis,instagram_ads,monthly,low,2018-01-11,
607,18,female,São Paulo,organic,monthly,medium,2023-08-13,2024-09-15
608,31,female,Curitiba,google_ads,annual,medium,2023-03-22,
609,29,male,Florianópolis,organic,quarterly,medium,2021-10-25,2024-06-08
610,19,male,São Paulo,walk_in,monthly,high,2023-05-14,
611,43,male,Florianópolis,referral,monthly,low,2024-02-14,2024-10-06
612,39,female,Rio de Janeiro,google_ads,monthly,medium,2021-10-08,2023-04-01
613,29,female,Curitiba,organic,annual,medium,2018-01-25,
614,23,female,Florianópolis,google_ads,monthly,medium,2019-02-28,
615,23,female,Recife,instagram_ads,monthly,low,2023-01-15,2023-07-01
616,21,male,São Paulo,instagram_ads,annual,medium,2022-09-05,
617,34,female,São Paulo,google_ads,monthly,medium,2021-04-04,
618,18,male,Recife,walk_in,monthly,medium,2021-03-22,
619,32,male,Florianópolis,referral,monthly,low,2023-09-18,2024-10-08
620,57,female,Porto Alegre,google_ads,quarterly,medium,2018-08-29,
621,20,male,Porto Alegre,google_ads,monthly,medium,2024-04-27,2024-11-06
622,32,male,Rio de Janeiro,instagram_ads,quarterly,medium,2022-08-16,
623,31,male,Porto Alegre,google_ads,annual,low,2021-03-17,
624,30,female,Curitiba,walk_in,monthly,medium,2020-02-15,
625,20,female,Curitiba,instagram_ads,monthly,medium,2020-12-15,
626,42,male,Recife,organic,quarterly,high,2023-11-04,2024-12-18
627,26,female,Porto Alegre,organic,monthly,medium,2024-12-10,
628,49,female,Porto Alegre,organic,monthly,medium,2020-03-10,2020-07-16
629,23,male,São Paulo,organic,quarterly,medium,2024-05-29,
630,21,female,Rio de Janeiro,google_ads,monthly,medium,2020-09-17,2021-01-09
631,24,female,São Paulo,organic,monthly,medium,2018-09-01,2021-10-21
632,24,male,Florianópolis,google_ads,annual,medium,2022-10-19,
633,41,female,Curitiba,organic,quarterly,medium,2023-03-03,
634,19,female,Florianópolis,organic,annual,low,2020-03-06,2021-08-10
635,41,female,Recife,referral,monthly,high,2021-11-04,
636,37,male,São Paulo,walk_in,monthly,low,2023-04-10,2023-09-07
637,36,male,Florianópolis,organic,quarterly,low,2020-10-21,
638,27,male,Recife,organic,monthly,low,2023-10-14,2024-11-05
639,63,female,Florianópolis,organic,annual,medium,2021-02-27,2021-11-21
640,45,female,São Paulo,google_ads,monthly,low,2024-07-06,
641,21,male,Curitiba,google_ads,monthly,medium,2021-12-25,
642,29,female,Florianópolis,walk_in,monthly,medium,2022-04-17,
643,57,male,Rio de Janeiro,instagram_ads,monthly,medium,2018-08-10,2024-06-09
644,35,female,São Paulo,google_ads,monthly,medium,2019-12-14,2024-04-06
645,32,male,Recife,instagram_ads,quarterly,medium,2022-02-08,
646,60,male,Porto Alegre,walk_in,monthly,medium,2019-08-17,2021-12-05
647,23,female,Rio de Janeiro,organic,monthly,low,2019-11-24,2022-06-10
648,44,female,Recife,walk_in,annual,low,2018-06-27,2019-02-11
649,24,female,Porto Alegre,instagram_ads,monthly,high,2023-09-04,
650,28,female,Curitiba,organic,annual,low,2023-06-01,
651,29,male,Rio de Janeiro,referral,monthly,medium,2024-06-01,2024-11-12
652,33,male,Florianópolis,instagram_ads,annual,low,2021-09-19,2023-11-01
653,21,male,Recife,organic,annual,low,2023-04-06,2024-06-07
654,22,male,São Paulo,walk_in,monthly,medium,2024-03-28,
655,33,male,Florianópolis,organic,monthly,low,2023-04-13,2024-07-13
656,25,male,Rio de Janeiro,instagram_ads,monthly,high,2020-04-18,
657,25,female,Curitiba,referral,monthly,low,2022-04-30,
658,30,male,Rio de Janeiro,organic,annual,high,2018-08-17,
659,20,female,Recife,organic,monthly,low,2023-02-28,2023-10-05
660,48,male,Curitiba,google_ads,monthly,medium,2024-02-16,2024-08-27
661,21,male,São Paulo,organic,monthly,medium,2022-10-01,2024-10-03
662,40,female,São Paulo,referral,annual,medium,2022-08-16,
663,65,male,Porto Alegre,referral,annual,low,2022-01-27,2023-03-27
664,19,male,Rio de Janeiro,organic,monthly,medium,2024-08-09,
665,52,male,Recife,organic,quarterly,low,2024-02-25,
666,36,male,Rio de Janeiro,google_ads,quarterly,low,2022-06-20,2024-02-08
667,36,female,São Paulo,organic,annual,medium,2022-09-12,2024-01-27
668,54,female,Rio de Janeiro,google_ads,quarterly,high,2023-03-07,2023-06-08
669,36,male,Recife,instagram_ads,annual,medium,2021-06-14,
670,34,female,Rio de Janeiro,google_ads,monthly,low,2021-10-26,2022-08-02
671,43,male,São Paulo,google_ads,annual,medium,2018-11-01,
672,31,female,Rio de Janeiro,referral,monthly,medium,2020-12-18,2021-10-01
673,50,female,Curitiba,referral,monthly,high,2019-06-30,
674,23,male,Porto Alegre,referral,monthly,high,2020-10-26,
675,27,male,Florianópolis,instagram_ads,monthly,low,2021-06-06,2023-09-18
676,31,male,Florianópolis,organic,monthly,medium,2019-01-14,
677,25,female,Porto Alegre,organic,monthly,medium,2018-08-16,
678,27,female,Recife,organic,monthly,medium,2024-05-29,
679,25,female,Curitiba,instagram_ads,annual,medium,2022-09-11,
680,50,female,Recife,organic,monthly,high,2021-05-31,2022-05-09
681,29,female,Rio de Janeiro,google_ads,quarterly,high,2019-03-26,
682,33,female,Rio de Janeiro,organic,quarterly,low,2023-06-08,
683,25,female,São Paulo,organic,annual,low,2023-03-18,
684,22,male,São Paulo,walk_in,quarterly,low,2019-07-03,
685,62,female,Porto Alegre,google_ads,monthly,medium,2020-03-24,
686,33,male,São Paulo,referral,monthly,medium,2020-11-30,2022-10-08
687,50,male,Porto Alegre,walk_in,monthly,high,2020-03-31,
688,40,female,Curitiba,organic,annual,low,2020-05-17,
689,56,female,Recife,referral,monthly,medium,2024-05-27,2024-09-10
690,62,male,Recife,organic,monthly,high,2021-03-09,
691,22,male,Recife,google_ads,annual,low,2018-08-24,2020-05-14
692,44,female,Recife,google_ads,annual,medium,2022-06-20,
693,36,male,Florianópolis,organic,monthly,high,2022-03-28,2022-10-29
694,44,male,Curitiba,instagram_ads,monthly,medium,2018-12-31,2023-06-24
695,40,female,Recife,organic,quarterly,medium,2024-11-09,
696,42,female,Curitiba,google_ads,monthly,low,2019-12-07,2021-05-21
697,22,male,Porto Alegre,organic,monthly,medium,2021-09-06,2023-09-27
698,26,female,São Paulo,instagram_ads,monthly,medium,2023-05-03,
