pet_id,customer_id,pet_type,pet_breed,pet_age,pet_age_group,primary_clinic
P000465,CU04215,Gato,Devon Rex,3,Adulto,C012
P000466,CU03867,Perro,Husky Siberiano,3,Adulto,C047
P000467,CU16094,Perro,Caniche,7,Adulto,C007
P000468,CU06156,Perro,Gran Danés,2,Joven,C036
P000469,CU17357,Exótico,Cobaya,7,Adulto,C008
P000470,CU11309,Perro,Bulldog Francés,7,Adulto,C040
P000471,CU08681,Exótico,Hámster,10,Senior,C023
P000472,CU16300,Perro,Rottweiler,4,Adulto,C009
P000473,CU00631,Gato,Maine Coon,6,Adulto,C028
P000474,CU16662,Perro,Doberman,5,Adulto,C007
P000475,CU10602,Gato,Abisinio,6,Adulto,C011
P000476,CU08653,Gato,British Shorthair,9,Senior,C004
P000477,CU07007,Gato,Azul Ruso,8,Adulto,C047
P000478,CU14825,Gato,Scottish Fold,2,Joven,C049
P000479,CU16242,Perro,Bóxer,0,Joven,C034
P000480,CU14351,Perro,Boston Terrier,2,Joven,C046
P000481,CU11838,Gato,Siamés,1,Joven,C031
P000482,CU01758,Perro,Bulldog,5,Adulto,C029
P000483,CU10760,Perro,Gran Danés,2,Joven,C011
P000484,CU14386,Gato,Birmano,6,Adulto,C044
P000485,CU09798,Perro,Bulldog Francés,0,Joven,C025
P000486,CU07187,Perro,Bulldog,6,Adulto,C018
P000487,CU00620,Gato,Azul Ruso,9,Senior,C043
P000488,CU02896,Exótico,Iguana,2,Joven,C008
P000489,CU08200,Gato,Maine Coon,7,Adulto,C039
P000490,CU12475,Exótico,Hámster,1,Joven,C022
P000491,CU08278,Gato,Ragdoll,1,Joven,C040
P000492,CU10696,Gato,Bengalí,6,Adulto,C037
P000493,CU15515,Perro,Golden Retriever,15,Senior,C007
P000494,CU09172,Perro,Golden Retriever,0,Joven,C035
P000495,CU03697,Perro,Shih Tzu,8,Adulto,C018
P000496,CU15418,Gato,Maine Coon,0,Joven,C023
P000497,CU12603,Perro,Dachshund,6,Adulto,C041
P000498,CU12997,Gato,British Shorthair,2,Joven,C021
P000499,CU10522,Gato,Oriental de Pelo Corto,7,Adulto,C007
P000500,CU06298,Gato,Ragdoll,4,Adulto,C014
P000501,CU02180,Gato,Maine Coon,0,Joven,C029
P000502,CU06697,Perro,Cocker Spaniel,4,Adulto,C039
P000503,CU13870,Perro,Akita,0,Joven,C035
P000504,CU02469,Perro,Chihuahua,2,Joven,C024
P000505,CU11547,Gato,Oriental de Pelo Corto,7,Adulto,C024
P000506,CU12266,Gato,Siamés,7,Adulto,C049
P000507,CU06615,Perro,Bóxer,3,Adulto,C041
P000508,CU17209,Perro,Boyero de Berna,4,Adulto,C006
P000509,CU01381,Gato,British Shorthair,2,Joven,C020
P000510,CU05635,Gato,Bengalí,1,Joven,C047
P000511,CU10180,Exótico,Cacatúa Ninfa,7,Adulto,C041
P000512,CU02750,Gato,Azul Ruso,9,Senior,C014
P000513,CU03451,Exótico,Hurón,9,Senior,C049
P000514,CU11835,Perro,Husky Siberiano,0,Joven,C010
P000515,CU14368,Perro,Dachshund,7,Adulto,C022
P000516,CU02833,Gato,Maine Coon,0,Joven,C047
P000517,CU00153,Perro,Caniche,5,Adulto,C025
P000518,CU02611,Perro,Dachshund,2,Joven,C024
P000519,CU07264,Perro,Bulldog,5,Adulto,C039
P000520,CU00509,Gato,Gato Doméstico de Pelo Corto,6,Adulto,C034
P000521,CU13051,Perro,Dachshund,1,Joven,C003
P000522,CU03409,Gato,Birmano,1,Joven,C048
P000523,CU00175,Perro,Labrador Retriever,4,Adulto,C036
P000524,CU17952,Perro,Bulldog Francés,0,Joven,C018
P000525,CU08561,Perro,Bóxer,5,Adulto,C033
P000526,CU17678,Gato,Sphynx,4,Adulto,C004
P000527,CU04998,Perro,Pastor Australiano,0,Joven,C005
P000528,CU06427,Perro,Rottweiler,9,Senior,C013
P000529,CU15600,Gato,Persa,5,Adulto,C031
P000530,CU16836,Gato,Siamés,5,Adulto,C022
P000531,CU17267,Perro,Rottweiler,7,Adulto,C003
P000532,CU11890,Gato,Persa,0,Joven,C018
P000533,CU04560,Perro,Labrador Retriever,0,Joven,C011
P000534,CU16524,Gato,Gato Doméstico de Pelo Corto,6,Adulto,C005
P000535,CU10809,Gato,Ragdoll,3,Adulto,C019
P000536,CU12254,Perro,Bulldog Francés,0,Joven,C033
P000537,CU13453,Gato,Sphynx,1,Joven,C019
P000538,CU05942,Gato,Maine Coon,6,Adulto,C029
P000539,CU15167,Perro,Akita,4,Adulto,C010
P000540,CU10562,Exótico,Loro,4,Adulto,C028
P000541,CU01989,Perro,Bóxer,0,Joven,C012
P000542,CU07163,Gato,Siamés,2,Joven,C025
P000543,CU14115,Perro,San Bernardo,5,Adulto,C043
P000544,CU01519,Exótico,Erizo,5,Adulto,C041
P000545,CU13238,Gato,Persa,9,Senior,C030
P000546,CU15254,Exótico,Erizo,8,Adulto,C010
P000547,CU12361,Gato,Bengalí,1,Joven,C002
P000548,CU07620,Exótico,Chinchilla,2,Joven,C025
P000549,CU15439,Perro,Pomerania,4,Adulto,C022
P000550,CU08476,Gato,Oriental de Pelo Corto,5,Adulto,C004
P000551,CU13319,Perro,Bulldog Francés,7,Adulto,C032
P000552,CU08368,Gato,Scottish Fold,9,Senior,C050
P000553,CU12978,Perro,Boston Terrier,4,Adulto,C015
P000554,CU03677,Perro,Pomerania,7,Adulto,C028
P000555,CU12049,Perro,Dachshund,7,Adulto,C040
P000556,CU10279,Perro,Basset Hound,2,Joven,C047
P000557,CU05120,Perro,Akita,4,Adulto,C050
P000558,CU17722,Perro,Cocker Spaniel,7,Adulto,C018
P000559,CU01630,Exótico,Chinchilla,4,Adulto,C036
P000560,CU07611,Perro,San Bernardo,7,Adulto,C046
P000561,CU10627,Gato,Gato Doméstico de Pelo Corto,7,Adulto,C017
P000562,CU10749,Perro,Akita,2,Joven,C039
P000563,CU05489,Gato,Gato Doméstico de Pelo Corto,5,Adulto,C021
P000564,CU02818,Gato,Azul Ruso,7,Adulto,C038
P000565,CU17064,Perro,Gran Danés,3,Adulto,C011
P000566,CU07353,Perro,Boyero de Berna,7,Adulto,C007
P000567,CU03645,Perro,San Bernardo,3,Adulto,C050
P000568,CU08313,Perro,Bulldog,9,Senior,C021
P000569,CU05104,Perro,Pastor Australiano,6,Adulto,C007
P000570,CU02669,Gato,Persa,1,Joven,C035
P000571,CU12357,Perro,Doberman,5,Adulto,C023
P000572,CU00061,Perro,Bóxer,0,Joven,C024
P000573,CU06297,Gato,Bosque de Noruega,1,Joven,C042
P000574,CU11088,Gato,Ragdoll,0,Joven,C009
P000575,CU17414,Perro,Golden Retriever,5,Adulto,C005
P000576,CU00087,Gato,Sphynx,0,Joven,C016
P000577,CU16323,Perro,Boyero de Berna,3,Adulto,C023
P000578,CU02701,Gato,Maine Coon,0,Joven,C047
P000579,CU05521,Gato,Ragdoll,7,Adulto,C018
P000580,CU13918,Perro,Labrador Retriever,7,Adulto,C030
P000581,CU08913,Perro,Husky Siberiano,8,Adulto,C034
P000582,CU13546,Gato,Bosque de Noruega,10,Senior,C039
P000583,CU02295,Perro,Pomerania,8,Adulto,C024
P000584,CU10603,Perro,Chihuahua,2,Joven,C033
P000585,CU03553,Perro,Husky Siberiano,9,Senior,C029
P000586,CU05619,Perro,Labrador Retriever,3,Adulto,C034
P000587,CU04189,Perro,Border Collie,4,Adulto,C029
P000588,CU04391,Perro,Pastor Australiano,10,Senior,C007
P000589,CU15811,Perro,Pastor Australiano,8,Adulto,C003
P000590,CU07375,Gato,Azul Ruso,5,Adulto,C032
P000591,CU15130,Perro,Akita,7,Adulto,C001
P000592,CU00505,Gato,Abisinio,8,Adulto,C044
P000593,CU11187,Perro,Beagle,1,Joven,C002
P000594,CU04995,Perro,Shih Tzu,4,Adulto,C030
P000595,CU02105,Gato,Persa,2,Joven,C008
P000596,CU02582,Perro,Chihuahua,2,Joven,C040
P000597,CU10532,Gato,Maine Coon,3,Adulto,C002
P000598,CU06477,Gato,Devon Rex,5,Adulto,C020
P000599,CU12509,Perro,Golden Retriever,3,Adulto,C040
P000600,CU14395,Gato,Maine Coon,1,Joven,C011
P000601,CU10859,Exótico,Erizo,5,Adulto,C009
P000602,CU14684,Gato,Siamés,5,Adulto,C015
P000603,CU15769,Perro,Dachshund,9,Senior,C045
P000604,CU02855,Gato,Maine Coon,6,Adulto,C017
P000605,CU11619,Gato,Birmano,2,Joven,C009
P000606,CU02943,Gato,Oriental de Pelo Corto,6,Adulto,C017
P000607,CU10967,Gato,Ragdoll,7,Adulto,C037
P000608,CU03517,Gato,Bengalí,5,Adulto,C016
P000609,CU17000,Perro,Rottweiler,8,Adulto,C030
P000610,CU06860,Gato,Azul Ruso,5,Adulto,C015
P000611,CU06540,Perro,Basset Hound,8,Adulto,C038
P000612,CU10745,Perro,Bulldog,6,Adulto,C003
P000613,CU13441,Perro,Boston Terrier,1,Joven,C036
P000614,CU07958,Perro,Boston Terrier,7,Adulto,C015
P000615,CU01231,Gato,Sphynx,7,Adulto,C033
P000616,CU15900,Perro,Caniche,7,Adulto,C022
P000617,CU01094,Perro,Golden Retriever,6,Adulto,C046
P000618,CU00690,Gato,Abisinio,8,Adulto,C046
P000619,CU14011,Perro,Beagle,3,Adulto,C038
P000620,CU02736,Gato,Birmano,6,Adulto,C043
P000621,CU00957,Gato,Oriental de Pelo Corto,1,Joven,C011
P000622,CU04595,Perro,Cocker Spaniel,4,Adulto,C035
P000623,CU14934,Perro,Shih Tzu,5,Adulto,C036
P000624,CU03840,Gato,Persa,6,Adulto,C003
P000625,CU13520,Perro,Husky Siberiano,3,Adulto,C029
P000626,CU04479,Gato,Siamés,4,Adulto,C010
P000627,CU00573,Perro,Bóxer,8,Adulto,C011
P000628,CU05742,Perro,Caniche,5,Adulto,C005
P000629,CU11827,Perro,Maltés,8,Adulto,C020
P000630,CU14233,Perro,Gran Danés,6,Adulto,C018
P000631,CU13879,Gato,British Shorthair,10,Senior,C025
P000632,CU13289,Perro,Boyero de Berna,5,Adulto,C019
P000633,CU06983,Perro,Chihuahua,1,Joven,C046
P000634,CU11668,Gato,Gato Doméstico de Pelo Corto,11,Senior,C043
P000635,CU16591,Gato,Bengalí,6,Adulto,C028
P000636,CU03256,Exótico,Hámster,5,Adulto,C037
P000637,CU09803,Perro,Rottweiler,9,Senior,C029
P000638,CU12584,Perro,Pastor Australiano,7,Adulto,C020
P000639,CU06583,Gato,Bosque de Noruega,5,Adulto,C047
P000640,CU07383,Perro,Dachshund,12,Senior,C035
P000641,CU10021,Gato,Devon Rex,9,Senior,C015
P000642,CU09077,Perro,Bóxer,9,Senior,C039
P000643,CU05751,Perro,Pastor Australiano,4,Adulto,C050
P000644,CU17479,Perro,Pastor Alemán,2,Joven,C020
P000645,CU04146,Perro,Husky Siberiano,4,Adulto,C020
P000646,CU03971,Exótico,Serpiente,2,Joven,C040
P000647,CU04332,Perro,Rottweiler,6,Adulto,C029
P000648,CU00862,Perro,Husky Siberiano,1,Joven,C039
P000649,CU11804,Perro,Border Collie,3,Adulto,C038
P000650,CU12159,Perro,Boyero de Berna,5,Adulto,C002
P000651,CU12299,Perro,Caniche,9,Senior,C046
P000652,CU14140,Perro,Pastor Australiano,4,Adulto,C001
P000653,CU07658,Gato,Scottish Fold,2,Joven,C022
P000654,CU05209,Perro,Pomerania,0,Joven,C012
P000655,CU13224,Gato,Scottish Fold,6,Adulto,C039
P000656,CU07693,Exótico,Serpiente,0,Joven,C040
P000657,CU07125,Perro,Cocker Spaniel,7,Adulto,C038
P000658,CU17619,Gato,Abisinio,10,Senior,C035
P000659,CU11152,Perro,Bulldog Francés,6,Adulto,C040
P000660,CU01933,Gato,Gato Doméstico de Pelo Corto,0,Joven,C037
P000661,CU05510,Perro,Akita,8,Adulto,C004
P000662,CU17959,Exótico,Erizo,5,Adulto,C038
P000663,CU03263,Perro,Boston Terrier,2,Joven,C045
P000664,CU06902,Gato,Bengalí,2,Joven,C032
P000665,CU06856,Perro,Akita,2,Joven,C010
P000666,CU14080,Perro,Pastor Australiano,7,Adulto,C031
P000667,CU16733,Gato,Bosque de Noruega,5,Adulto,C020
P000668,CU11670,Gato,Oriental de Pelo Corto,0,Joven,C042
P000669,CU08113,Gato,Oriental de Pelo Corto,2,Joven,C001
P000670,CU00911,Perro,San Bernardo,2,Joven,C008
P000671,CU06130,Exótico,Iguana,2,Joven,C026
P000672,CU01135,Exótico,Iguana,2,Joven,C037
P000673,CU08348,Gato,Sphynx,0,Joven,C017
P000674,CU00871,Exótico,Hámster,3,Adulto,C029
P000675,CU01118,Perro,Gran Danés,5,Adulto,C015
P000676,CU03436,Perro,Basset Hound,0,Joven,C030
P000677,CU01849,Perro,Boyero de Berna,2,Joven,C032
P000678,CU01807,Perro,Border Collie,7,Adulto,C014
P000679,CU13305,Gato,British Shorthair,5,Adulto,C043
P000680,CU03304,Perro,Pomerania,6,Adulto,C011
P000681,CU15199,Gato,Scottish Fold,7,Adulto,C023
P000682,CU09784,Perro,Maltés,10,Senior,C038
P000683,CU00192,Perro,Rottweiler,2,Joven,C011
P000684,CU12392,Exótico,Gecko,7,Adulto,C017
P000685,CU09222,Gato,Bengalí,7,Adulto,C037
P000686,CU11990,Perro,Gran Danés,0,Joven,C036
P000687,CU00308,Gato,Gato Doméstico de Pelo Corto,7,Adulto,C046
P000688,CU06227,Perro,Golden Retriever,9,Senior,C046
P000689,CU14331,Gato,Scottish Fold,7,Adulto,C012
P000690,CU13256,Exótico,Hámster,3,Adulto,C004
P000691,CU11756,Perro,Chihuahua,5,Adulto,C024
P000692,CU09591,Exótico,Serpiente,1,Joven,C034
P000693,CU05699,Perro,Boyero de Berna,8,Adulto,C040
P000694,CU11274,Perro,San Bernardo,7,Adulto,C005
P000695,CU10704,Gato,Persa,6,Adulto,C026
P000696,CU13999,Perro,Maltés,1,Joven,C020
P000697,CU12428,Exótico,Iguana,3,Adulto,C025
P000698,CU04766,Exótico,Loro,4,Adulto,C025
P000699,CU05553,Gato,Ragdoll,5,Adulto,C038
P000700,CU05885,Perro,Shih Tzu,10,Senior,C015
P000701,CU09176,Perro,Caniche,3,Adulto,C044
P000702,CU08663,Gato,Siamés,4,Adulto,C021
P000703,CU13027,Perro,Basset Hound,2,Joven,C010
P000704,CU07348,Perro,Basset Hound,9,Senior,C011
P000705,CU04669,Gato,Scottish Fold,1,Joven,C045
P000706,CU13158,Perro,Dachshund,12,Senior,C048
P000707,CU14012,Gato,Azul Ruso,2,Joven,C026
P000708,CU10957,Perro,Boyero de Berna,5,Adulto,C028
P000709,CU03962,Gato,Sphynx,4,Adulto,C047
P000710,CU13559,Perro,Akita,6,Adulto,C012
P000711,CU17281,Perro,Rottweiler,5,Adulto,C042
P000712,CU06838,Gato,Devon Rex,5,Adulto,C017
P000713,CU04118,Perro,Border Collie,3,Adulto,C017
P000714,CU04625,Perro,Border Collie,6,Adulto,C017
P000715,CU16550,Perro,Shih Tzu,5,Adulto,C014
P000716,CU09455,Perro,Chihuahua,7,Adulto,C027
P000717,CU16653,Perro,Boston Terrier,3,Adulto,C023
P000718,CU07385,Gato,Devon Rex,5,Adulto,C005
P000719,CU17370,Perro,Bulldog,8,Adulto,C004
P000720,CU06929,Exótico,Iguana,9,Senior,C044
P000721,CU11127,Perro,Gran Danés,5,Adulto,C035
P000722,CU09891,Perro,Cocker Spaniel,4,Adulto,C044
P000723,CU14232,Gato,Gato Doméstico de Pelo Corto,9,Senior,C006
P000724,CU15162,Perro,Caniche,3,Adulto,C048
P000725,CU14063,Perro,Rottweiler,5,Adulto,C004
P000726,CU04525,Perro,Border Collie,4,Adulto,C002
P000727,CU13599,Perro,Rottweiler,10,Senior,C009
P000728,CU03559,Perro,Rottweiler,5,Adulto,C007
P000729,CU03576,Perro,Beagle,9,Senior,C035
P000730,CU09674,Perro,Maltés,9,Senior,C005
P000731,CU16245,Perro,Pastor Alemán,4,Adulto,C005
P000732,CU10590,Perro,Shih Tzu,5,Adulto,C044
P000733,CU03165,Exótico,Chinchilla,4,Adulto,C032
P000734,CU04553,Perro,Bóxer,8,Adulto,C006
P000735,CU02672,Gato,Devon Rex,9,Senior,C005
P000736,CU17110,Gato,Persa,2,Joven,C022
P000737,CU17601,Perro,Cocker Spaniel,2,Joven,C042
P000738,CU13705,Gato,Sphynx,11,Senior,C014
P000739,CU16609,Perro,Dachshund,4,Adulto,C023
P000740,CU12318,Gato,Siamés,7,Adulto,C045
P000741,CU02416,Perro,Husky Siberiano,2,Joven,C041
P000742,CU01049,Gato,Maine Coon,4,Adulto,C048
P000743,CU07906,Perro,Gran Danés,6,Adulto,C012
P000744,CU14457,Perro,Boyero de Berna,3,Adulto,C011
P000745,CU17938,Gato,Azul Ruso,4,Adulto,C044
P000746,CU04587,Perro,Cocker Spaniel,5,Adulto,C042
P000747,CU16460,Perro,Bulldog Francés,5,Adulto,C027
P000748,CU04687,Perro,Beagle,6,Adulto,C047
P000749,CU12206,Perro,Doberman,1,Joven,C017
P000750,CU05957,Perro,Bulldog Francés,4,Adulto,C028
P000751,CU15973,Perro,Cocker Spaniel,8,Adulto,C037
P000752,CU03983,Perro,Shih Tzu,1,Joven,C019
P000753,CU12749,Perro,Caniche,3,Adulto,C020
P000754,CU14617,Perro,Bulldog Francés,6,Adulto,C002
P000755,CU02966,Perro,Maltés,9,Senior,C013
P000756,CU09022,Exótico,Hurón,2,Joven,C022
P000757,CU00692,Gato,Maine Coon,7,Adulto,C015
P000758,CU08340,Gato,Maine Coon,6,Adulto,C050
P000759,CU15947,Perro,Bulldog Francés,3,Adulto,C042
P000760,CU06793,Perro,Beagle,4,Adulto,C004
P000761,CU01171,Perro,Golden Retriever,8,Adulto,C019
P000762,CU00288,Gato,Maine Coon,5,Adulto,C010
P000763,CU16514,Gato,British Shorthair,8,Adulto,C046
P000764,CU14759,Exótico,Erizo,5,Adulto,C024
P000765,CU02177,Perro,Boston Terrier,2,Joven,C042
P000766,CU16132,Perro,Gran Danés,2,Joven,C040
P000767,CU09010,Gato,Oriental de Pelo Corto,7,Adulto,C033
P000768,CU09037,Gato,Bengalí,4,Adulto,C042
P000769,CU17654,Perro,Boyero de Berna,6,Adulto,C027
P000770,CU10402,Perro,Akita,2,Joven,C002
P000771,CU05544,Perro,Dachshund,8,Adulto,C048
P000772,CU07207,Gato,Gato Doméstico de Pelo Corto,6,Adulto,C036
P000773,CU11672,Perro,Pastor Alemán,5,Adulto,C029
P000774,CU08719,Gato,Birmano,5,Adulto,C020
P000775,CU02173,Perro,Boston Terrier,0,Joven,C012
P000776,CU06136,Gato,Oriental de Pelo Corto,8,Adulto,C036
P000777,CU07190,Perro,Cocker Spaniel,7,Adulto,C020
P000778,CU07698,Perro,Basset Hound,3,Adulto,C032
P000779,CU08045,Perro,Caniche,8,Adulto,C014
P000780,CU02015,Perro,Doberman,9,Senior,C016
P000781,CU13649,Gato,Bosque de Noruega,4,Adulto,C005
P000782,CU10349,Gato,Sphynx,0,Joven,C040
P000783,CU02254,Perro,Labrador Retriever,1,Joven,C023
P000784,CU00936,Gato,Maine Coon,5,Adulto,C035
P000785,CU15561,Perro,Akita,9,Senior,C005
P000786,CU04604,Perro,Rottweiler,1,Joven,C001
P000787,CU14167,Perro,Beagle,4,Adulto,C029
P000788,CU14390,Gato,Persa,5,Adulto,C020
P000789,CU17966,Perro,Boston Terrier,2,Joven,C029
P000790,CU07494,Perro,Cocker Spaniel,0,Joven,C033
P000791,CU14467,Gato,Ragdoll,10,Senior,C045
P000792,CU03145,Gato,Persa,7,Adulto,C019
P000793,CU07270,Perro,Gran Danés,3,Adulto,C045
P000794,CU10451,Perro,Rottweiler,0,Joven,C042
P000795,CU17242,Perro,Basset Hound,8,Adulto,C020
P000796,CU06579,Perro,Basset Hound,11,Senior,C014
P000797,CU10906,Perro,Gran Danés,4,Adulto,C006
P000798,CU00942,Perro,Pastor Australiano,3,Adulto,C042
P000799,CU17628,Gato,British Shorthair,1,Joven,C047
P000800,CU00376,Perro,Beagle,5,Adulto,C004
P000801,CU10137,Gato,Bengalí,0,Joven,C037
P000802,CU00600,Exótico,Serpiente,7,Adulto,C004
P000803,CU09291,Exótico,Iguana,0,Joven,C041
P000804,CU07383,Gato,Siamés,1,Joven,C028
P000805,CU17131,Exótico,Chinchilla,4,Adulto,C033
P000806,CU15524,Perro,Golden Retriever,9,Senior,C030
P000807,CU00273,Perro,Shih Tzu,1,Joven,C015
P000808,CU14328,Exótico,Cacatúa Ninfa,0,Joven,C042
P000809,CU16891,Gato,Bengalí,3,Adulto,C023
P000810,CU03591,Gato,Siamés,5,Adulto,C049
P000811,CU17577,Perro,Akita,9,Senior,C038
P000812,CU13108,Perro,Doberman,10,Senior,C034
P000813,CU01540,Gato,Azul Ruso,2,Joven,C007
P000814,CU12745,Perro,Rottweiler,7,Adulto,C024
P000815,CU12243,Perro,Bóxer,5,Adulto,C014
P000816,CU16018,Perro,Cocker Spaniel,2,Joven,C035
P000817,CU08751,Gato,Devon Rex,2,Joven,C048
P000818,CU05038,Gato,Sphynx,5,Adulto,C041
P000819,CU03716,Perro,Boyero de Berna,11,Senior,C030
P000820,CU15450,Perro,Beagle,3,Adulto,C001
P000821,CU10623,Gato,Sphynx,2,Joven,C044
P000822,CU09928,Gato,Persa,0,Joven,C037
P000823,CU12178,Perro,Caniche,6,Adulto,C030
P000824,CU08347,Perro,Boyero de Berna,3,Adulto,C021
P000825,CU09975,Perro,Gran Danés,4,Adulto,C039
P000826,CU03957,Perro,Maltés,1,Joven,C003
P000827,CU16082,Perro,Caniche,4,Adulto,C018
P000828,CU06749,Perro,Pastor Alemán,0,Joven,C044
P000829,CU11349,Perro,Cocker Spaniel,4,Adulto,C032
P000830,CU12467,Gato,Abisinio,5,Adulto,C045
P000831,CU06560,Gato,Ragdoll,5,Adulto,C010
P000832,CU12071,Perro,Beagle,9,Senior,C029
P000833,CU05507,Perro,Chihuahua,0,Joven,C038
P000834,CU16973,Exótico,Cobaya,9,Senior,C008
P000835,CU10362,Perro,Bulldog Francés,8,Adulto,C003
P000836,CU06478,Exótico,Serpiente,13,Senior,C007
P000837,CU02063,Gato,Siamés,5,Adulto,C037
P000838,CU02314,Exótico,Tortuga,0,Joven,C049
P000839,CU04057,Exótico,Serpiente,0,Joven,C023
P000840,CU14507,Gato,Ragdoll,5,Adulto,C043
P000841,CU05650,Exótico,Erizo,2,Joven,C028
P000842,CU01080,Perro,Chihuahua,5,Adulto,C009
P000843,CU15328,Perro,Labrador Retriever,6,Adulto,C039
P000844,CU03341,Perro,Bóxer,5,Adulto,C018
P000845,CU09282,Perro,Border Collie,7,Adulto,C047
P000846,CU07117,Perro,Akita,4,Adulto,C011
P000847,CU09191,Perro,Shih Tzu,11,Senior,C043
P000848,CU11127,Gato,British Shorthair,4,Adulto,C019
P000849,CU10066,Gato,Birmano,10,Senior,C019
P000850,CU13852,Gato,Oriental de Pelo Corto,0,Joven,C049
P000851,CU14746,Gato,Devon Rex,8,Adulto,C013
P000852,CU15998,Perro,Boyero de Berna,0,Joven,C022
P000853,CU06672,Gato,Persa,1,Joven,C044
P000854,CU09655,Exótico,Loro,4,Adulto,C026
P000855,CU06041,Perro,Bulldog,9,Senior,C043
P000856,CU16235,Perro,Border Collie,1,Joven,C043
P000857,CU03730,Perro,Labrador Retriever,1,Joven,C027
P000858,CU02988,Perro,Pomerania,6,Adulto,C047
P000859,CU04531,Perro,Maltés,5,Adulto,C027
P000860,CU04341,Perro,Boston Terrier,4,Adulto,C026
P000861,CU02160,Perro,Pastor Australiano,3,Adulto,C028
P000862,CU11665,Gato,Siamés,3,Adulto,C025
P000863,CU09714,Perro,Gran Danés,7,Adulto,C045
P000864,CU09291,Perro,Rottweiler,2,Joven,C003
P000865,CU05623,Perro,Labrador Retriever,5,Adulto,C049
P000866,CU07037,Perro,Golden Retriever,2,Joven,C001
P000867,CU04249,Perro,Gran Danés,0,Joven,C029
P000868,CU14227,Gato,Abisinio,7,Adulto,C016
P000869,CU07350,Exótico,Conejo,2,Joven,C016
P000870,CU15208,Perro,Pastor Alemán,3,Adulto,C025
P000871,CU16253,Perro,Boston Terrier,10,Senior,C048
P000872,CU17899,Perro,Husky Siberiano,1,Joven,C010
P000873,CU14878,Gato,Siamés,2,Joven,C009
P000874,CU16863,Perro,Rottweiler,0,Joven,C009
P000875,CU10861,Gato,Maine Coon,2,Joven,C005
P000876,CU03333,Perro,Maltés,1,Joven,C047
P000877,CU03677,Exótico,Chinchilla,2,Joven,C041
P000878,CU00067,Perro,Shih Tzu,7,Adulto,C009
P000879,CU13278,Perro,Golden Retriever,3,Adulto,C037
P000880,CU14644,Perro,Boyero de Berna,0,Joven,C023
P000881,CU09831,Exótico,Iguana,4,Adulto,C026
P000882,CU00179,Gato,Devon Rex,2,Joven,C025
P000883,CU00799,Exótico,Gecko,4,Adulto,C028
P000884,CU01130,Gato,Persa,6,Adulto,C035
P000885,CU02934,Perro,Caniche,3,Adulto,C019
P000886,CU00894,Perro,Cocker Spaniel,0,Joven,C024
P000887,CU03433,Perro,Akita,8,Adulto,C014
P000888,CU05587,Exótico,Iguana,2,Joven,C030
P000889,CU17552,Perro,Rottweiler,3,Adulto,C017
P000890,CU09165,Gato,Scottish Fold,12,Senior,C034
P000891,CU06692,Perro,San Bernardo,3,Adulto,C046
P000892,CU15512,Perro,Pomerania,4,Adulto,C034
P000893,CU09500,Gato,Bengalí,4,Adulto,C048
P000894,CU14357,Gato,Sphynx,4,Adulto,C030
P000895,CU04923,Gato,Maine Coon,7,Adulto,C007
P000896,CU15241,Exótico,Tortuga,2,Joven,C004
P000897,CU11299,Gato,Bengalí,7,Adulto,C001
P000898,CU00464,Gato,Birmano,3,Adulto,C023
P000899,CU13435,Gato,Ragdoll,1,Joven,C037
P000900,CU16767,Perro,Cocker Spaniel,10,Senior,C005
P000901,CU09776,Gato,Maine Coon,4,Adulto,C014
P000902,CU00447,Gato,Oriental de Pelo Corto,7,Adulto,C031
P000903,CU15455,Gato,British Shorthair,5,Adulto,C014
P000904,CU05455,Perro,Chihuahua,1,Joven,C050
P000905,CU10487,Perro,Golden Retriever,7,Adulto,C034
P000906,CU00984,Exótico,Hurón,6,Adulto,C049
P000907,CU09217,Perro,Chihuahua,0,Joven,C034
P000908,CU09298,Perro,Basset Hound,1,Joven,C031
P000909,CU03776,Perro,Bulldog,4,Adulto,C002
P000910,CU13669,Gato,British Shorthair,3,Adulto,C030
P000911,CU04436,Perro,Boston Terrier,6,Adulto,C043
P000912,CU08634,Perro,Bulldog Francés,7,Adulto,C021
P000913,CU06055,Perro,Bulldog,7,Adulto,C005
P000914,CU14784,Perro,Dachshund,3,Adulto,C037
P000915,CU13800,Perro,Husky Siberiano,2,Joven,C038
P000916,CU10491,Perro,Maltés,6,Adulto,C007
P000917,CU06241,Gato,Maine Coon,0,Joven,C043
P000918,CU10299,Gato,Birmano,5,Adulto,C042
P000919,CU01129,Gato,Birmano,4,Adulto,C018
P000920,CU02742,Perro,Caniche,3,Adulto,C043
P000921,CU16679,Gato,Gato Doméstico de Pelo Corto,5,Adulto,C018
P000922,CU13930,Perro,Bulldog,4,Adulto,C022
P000923,CU16577,Gato,Gato Doméstico de Pelo Corto,2,Joven,C047
P000924,CU01868,Exótico,Tortuga,8,Adulto,C006
P000925,CU06104,Perro,Rottweiler,1,Joven,C024
P000926,CU09600,Perro,Pomerania,2,Joven,C022
P000927,CU03769,Perro,Golden Retriever,2,Joven,C011
P000928,CU11476,Gato,Persa,0,Joven,C041
P000929,CU02602,Perro,Cocker Spaniel,8,Adulto,C015
P000930,CU17518,Exótico,Cobaya,1,Joven,C019
P000931,CU14905,Perro,Golden Retriever,4,Adulto,C021
